symbol,fiscal_year,quarter,eps,eps_a,dps,roe,net_profit,paidup_capital,quarter_num,fy_start
NIL,081/082,q4,21.9,21.9,21.9,8.92,550826280.0,2515450770.0,4,81
NIL,081/082,q3,24.47,24.47,24.47,9.15,369328530.0,2012360620.0,3,81
NIMB,082/083,q3,12.29,12.29,-9.09,6.3,3146769000.0,34128595000.0,3,82
NIMB,082/083,q2,9.45,9.45,-10.61,4.91,1613034000.0,34128595000.0,2,82
NIMB,082/083,q1,0.53,0.53,-3.43,0.27,45050000.0,34128595000.0,1,82
NIMB,081/082,q4,19.8,19.8,1.44,10.6,6756649000.0,34128595000.0,4,81
NIMB,081/082,q3,17.74,17.74,-3.24,9.67,4540005000.0,34128595000.0,3,81
NLG,082/083,q3,0.98,1.74,,1.02,34810186.0,2667833409.0,3,82
NLG,082/083,q2,0.86,0.86,0.86,0.49,11044500.0,2565224432.0,2,82
NLG,082/083,q1,-3.94,-3.94,-3.94,-9.34,-101052280.0,2565224430.0,1,82
NLG,081/082,q4,6.28,6.28,6.28,3.55,161181590.0,2565224432.0,4,81
NLG,081/082,q3,6.57,6.57,6.57,3.67,123342390.0,2502657980.0,3,81
NLIC,082/083,q3,6.4,,6.4,5.05,454894359.0,9480201370.0,3,82
NLIC,082/083,q2,7.11,7.11,7.11,5.69,336920290.0,9480201370.0,2,82
NLIC,082/083,q1,9.55,9.55,9.55,6.91,215551660.0,9028763210.0,1,82
NLIC,081/082,q4,6.68,6.68,6.68,4.89,603263580.0,9028763210.0,4,81
NLIC,081/082,q3,9.63,9.63,9.63,7.09,652223760.0,9028763210.0,3,81
NLICL,082/083,q3,9.95,,9.95,7.47,416629885.0,5691649325.0,3,82
NLICL,082/083,q2,11.07,11.07,11.07,5.9,308941294.0,5691649325.0,2,82
NLICL,082/083,q1,10.3,10.3,10.3,7.83,140885660.0,5472739740.0,1,82
NLICL,081/082,q4,7.54,7.54,7.54,5.82,412843080.0,5472739740.0,4,81
NLICL,081/082,q3,10.49,10.49,10.49,7.66,408522886.0,5212133082.0,3,81
NMB,082/083,q4,20.18,20.18,9.08,11.58,4013671000.0,22285041000.0,4,82
NMB,082/083,q3,17.95,17.95,5.34,0.95,2687785000.0,22285041000.0,3,82
NMB,082/083,q2,17.1,17.1,5.18,10.17,1648613000.0,19285041000.0,2,82
NMB,082/083,q1,19.95,19.95,8.09,1.12,915983000.0,18366706000.0,1,82
NMB,081/082,q4,17.87,17.87,10.6,10.66,3281791000.0,18366706000.0,4,81
NMBMF,082/083,q3,16.08,16.08,9.29,11.26,87013314.0,721449149.0,3,82
NMBMF,082/083,q2,9.67,9.67,3.72,6.88,34891744.0,721449149.0,2,82
NMBMF,082/083,q1,7.06,7.06,7.06,5.04,12725090.0,721449149.0,1,82
NMBMF,081/082,q4,8.85,8.85,6.59,6.29,63841571.0,721449149.0,4,81
NMBMF,081/082,q3,5.09,5.09,3.65,3.86,27525790.0,721449149.0,3,81
NMFBS,082/083,q3,38.69,51.59,44.53,19.83,588660000.0,1521363000.0,3,82
NMFBS,082/083,q2,48.21,48.21,33.72,19.65,366697000.0,1521363000.0,2,82
NMFBS,082/083,q1,43.34,43.34,165.6,16.94,144287000.0,1331609000.0,1,82
NMFBS,081/082,q4,35.6,35.6,33.05,14.53,474046000.0,1331609000.0,4,81
NMFBS,081/082,q3,36.3,36.3,35.6,15.72,355575000.0,1331609000.0,3,81
NMIC,082/083,q1,4.38,4.38,4.38,4.1,8207180.0,750000000.0,1,82
NMIC,082/083,q3,4.54,4.54,4.54,2.12,11966060.0,750000000.0,3,82
NMIC,082/083,q2,1.69,3.61,3.61,3.55,13546340.0,750000000.0,2,82
NMIC,081/082,q4,0.22,0.22,0.22,11.35,1657100.0,750000000.0,4,81
NMLBBL,082/083,q4,16.88,16.88,-8.72,9.04,235901425.0,1397764272.0,4,82
NMLBBL,082/083,q3,-71.21,-71.21,-67.91,-57.49,-746511296.0,1397764272.45,3,82
NMLBBL,082/083,q2,11.18,11.18,11.28,5.26,78150519.0,1397764272.0,2,82
NMLBBL,082/083,q1,15.84,15.84,5.66,7.5,55368510.0,1397764272.0,1,82
NMLBBL,081/082,q4,18.17,18.17,9.58,8.79,254017209.0,1397764272.0,4,81
NRIC,082/083,q3,-43.51,-57.87,-57.87,-52.99,-5840295336.0,13422187078.0,3,82
NRIC,081/082,q3,5.45,5.43,7.25,3.64,548237943.0,13422187078.0,3,81
NRIC,081/082,q2,3.97,7.94,7.94,5.33,532690961.0,13422187078.0,2,81
NRIC,081/082,q1,0.47,1.89,1.89,,63296773.0,13422187078.0,1,81
NRIC,080/081,q4,8.43,8.43,,,1131645266.0,13422187078.0,4,80
NRM,082/083,q4,-3.18,-3.18,-3.18,-3.71,-30720683.0,967500000.0,4,82
NRM,082/083,q3,-3.04,-4.04,-4.04,-4.71,-29376300.0,967500000.0,3,82
NRM,082/083,q2,-1.82,-3.64,-3.64,-4.19,-17630835.0,967500000.0,2,82
NRM,082/083,q1,-1.61,-6.4,-6.4,-7.36,-15532076.0,967500000.0,1,82
NRM,081/082,q4,0.15,0.15,0.15,0.16,1438864.0,967500000.0,4,81
NRN,082/083,q3,-4.12,-5.49,-5.49,-3.18,-74072850.0,1798121200.0,3,82
NRN,082/083,q2,-0.29,-0.59,-0.59,-0.34,-5293.77,1798121200.0,2,82
NRN,082/083,q1,1.58,1.58,1.58,0.65,5066960.0,1284372290.0,1,82
NRN,081/082,q4,52.23,52.23,52.23,20.88,670855050.0,1284372290.0,4,81
NRN,081/082,q3,5.39,7.18,7.18,4.19,69185130.0,1284372290.0,3,81
NTC,082/083,q3,46.47,46.47,46.47,8.41,6272995999.0,18000000000.0,3,82
NTC,082/083,q2,46.27,46.27,46.27,8.58,4164510000.0,18000000000.0,2,82
NTC,082/083,q1,29.45,29.45,29.45,5.82,1325175000.0,18000000000.0,1,82
NTC,081/082,q4,14.82,14.82,14.82,2.99,2668192000.0,18000000000.0,4,81
NTC,081/082,q3,21.05,21.05,21.05,4.16,2842289000.0,18000000000.0,3,81
NUBL,082/083,q3,5.65,7.54,,3.51,155021711.0,2742683738.0,3,82
NUBL,082/083,q2,8.73,8.73,5.04,4.1,119738140.0,2742683738.0,2,82
NUBL,082/083,q1,19.32,19.32,29.47,8.72,126176354.0,2612079750.0,1,82
NUBL,081/082,q4,32.01,32.01,30.3,14.47,836078476.0,2612079750.0,4,81
NUBL,081/082,q3,24.53,24.53,12.16,9.73,480582301.0,2612079750.0,3,81
NWCL,082/083,q3,-5.19,-6.91,,-6.97,-35695758.0,687500000.0,3,82
NWCL,082/083,q2,-3.05,-6.09,-6.09,-6.02,-20935133.0,687500000.0,2,82
NWCL,082/083,q1,-1.67,-6.68,-6.68,-6.48,-11495575.0,687500000.0,1,82
NWCL,080/081,q3,-22.17,,-22.17,-36.2,-140295045.0,687500000.0,3,80
NWCL,080/081,q2,-13.4,,,,-92121111.0,687500000.0,2,80
NYADI,082/083,q4,2.7,2.7,2.7,3.92,40447000.0,1500000000.0,4,82
NYADI,082/083,q3,9.85,13.1,13.1,17.25,147777000.0,1500000000.0,3,82
NYADI,082/083,q2,7.73,15.46,19.94,20.94,115947000.0,1500000000.0,2,82
NYADI,082/083,q1,-2.05,-2.05,-2.05,-0.66,-7698000.0,1500000000.0,1,82
NYADI,081/082,q4,-6.22,-6.22,-6.22,-9.14,-93356000.0,1500000000.0,4,81
OHL,082/083,q3,-2.48,-3.3,,-1.0,-29351453.0,1184494960.0,3,82
OHL,082/083,q2,-2.32,-4.63,-4.63,-1.41,-27431452.0,1184494960.0,2,82
OHL,082/083,q1,-2.5,-9.98,-9.98,-3.34,-29555791.0,1184494960.0,1,82
OHL,081/082,q4,2.49,2.49,1.25,0.76,29552588.0,1184494960.0,4,81
OHL,081/082,q3,3.78,5.04,5.04,1.0,44758710.0,1184494960.0,3,81
OMPL,082/083,q3,-6.83,-9.1,-9.1,-9.31,-40969930.0,600000000.0,3,82
OMPL,082/083,q2,-6.41,-12.81,-12.81,-13.08,-38436769.0,600000000.0,2,82
OMPL,082/083,q1,-15.38,-15.38,-15.38,-15.37,-23077104.0,600000000.0,1,82
OMPL,081/082,q4,1.49,1.49,1.49,1.43,8928363.0,600000000.0,4,81
OMPL,081/082,q3,1.26,1.84,1.84,1.62,7560063.0,600000000.0,3,81
PCBL,082/083,q3,19.66,19.66,4.76,11.98,3089335315.0,20954781773.0,3,82
PCBL,082/083,q2,19.5,19.5,3.06,12.09,2043378296.0,20954781773.0,2,82
PCBL,082/083,q1,25.94,25.94,19.68,14.47,1258430010.0,19402575720.0,1,82
PCBL,081/082,q4,20.74,20.74,14.33,11.94,4024431570.0,19402575720.0,4,81
PCBL,081/082,q3,15.32,15.32,10.57,7.12,2229304139.0,19402575716.0,3,81
PCIL,082/083,q3,2.48,2.48,2.48,1.57,57311542.0,3750000000.0,3,82
PFL,082/083,q3,9.0,9.0,-129.85,14.16,73077475.0,1082556605.0,3,82
PFL,082/083,q2,21.6,21.6,-133.5,63.8,233828440.0,1082556605.0,2,82
PFL,082/083,q1,-5.96,-5.96,-149.56,-49.59,-64523680.0,1082556610.0,1,82
PFL,081/082,q4,10.52,10.52,-144.12,16.24,113908890.0,1082556605.0,4,81
PFL,081/082,q3,8.87,8.87,-14.3,10.8,71985540.0,1082556605.0,3,81
PHCL,082/083,q3,0.18,0.18,0.18,0.16,3818724.0,3200000000.0,3,82
PHCL,082/083,q2,0.16,0.16,0.16,0.16,2540558.0,3200000000.0,2,82
PHCL,082/083,q1,0.82,0.82,0.82,0.89,6563610.0,3200000000.0,1,82
PHCL,081/082,q4,-4.93,-4.93,-4.93,-5.35,-157711395.0,3200000000.0,4,81
PHCL,081/082,q3,-5.63,-5.63,-5.63,,-135204946.0,3200000000.0,3,81
PMHPL,082/083,q4,6.07,6.07,6.07,7.28,66795756.0,1100000000.0,4,82
PMHPL,082/083,q3,9.97,9.97,9.97,11.73,82255254.0,1100000000.0,3,82
PMHPL,082/083,q2,15.26,15.26,15.26,17.97,83956079.0,1100000000.0,2,82
PMHPL,082/083,q1,13.34,13.34,13.34,16.55,36683000.0,1100000000.0,1,82
PMHPL,081/082,q4,-6.23,-6.23,-6.23,-8.08,-68561139.0,1100000000.0,4,81
PMLI,082/083,q3,6.91,,6.91,5.96,275070861.0,5307793920.0,3,82
PMLI,082/083,q2,5.02,5.02,5.02,4.44,133159603.0,5307793920.0,2,82
PMLI,082/083,q1,5.0,5.0,5.0,4.29,63774910.0,5103648000.0,1,82
PMLI,081/082,q4,7.26,7.26,7.26,6.27,370743480.0,5103648000.0,4,81
PMLI,081/082,q3,7.64,7.64,7.64,6.27,270723540.0,4725600000.0,3,81
PPCL,082/083,q4,8.85,8.85,8.85,8.97,85163270.0,962500000.0,4,82
PPCL,082/083,q3,6.25,8.32,8.32,8.66,60193870.0,962500000.0,3,82
PPCL,082/083,q2,9.4,9.4,9.4,11.97,57126160.0,962500000.0,2,82
PPCL,082/083,q1,21.42,21.42,21.42,22.3,51535760.0,962500000.0,1,82
PPCL,081/082,q4,-4.79,-4.79,-4.79,-5.24,-46123350.0,962500000.0,4,81
PPL,082/083,q3,-1.9,-2.53,-2.53,-2.46,-18040000.0,948900000.0,3,82
PPL,082/083,q2,0.0,0.0,0.0,-0.45,-2222000.0,948900000.0,2,82
PPL,082/083,q1,5.31,5.31,,5.0,12604000.0,948900000.0,1,82
PPL,081/082,q4,0.52,0.52,0.52,0.54,3319000.0,632600000.0,4,81
PPL,081/082,q3,1.23,1.64,1.64,1.68,7802000.0,632600000.0,3,81
PRIN,082/083,q3,16.58,16.58,16.58,3.66,211555528.0,1700955920.0,3,82
PRIN,082/083,q2,14.4,14.4,14.4,7.09,122459867.0,1700955920.0,2,82
PRIN,082/083,q1,14.85,14.85,14.85,7.34,63139750.0,1700955920.0,1,82
PRIN,081/082,q4,14.7,14.7,14.7,6.25,211958940.0,1441488070.0,4,81
PRIN,081/082,q3,18.53,18.53,18.53,7.9,200288980.0,1441488070.0,3,81
PROFL,082/083,q3,-3.89,-3.89,-52.33,-5.17,-24743250.0,848106000.0,3,82
PROFL,082/083,q2,-6.9,-6.9,-55.26,-9.33,-29251960.0,848106000.0,2,82
PROFL,082/083,q1,-18.43,-18.43,-224.0,-25.05,-39080600.0,848106000.0,1,82
PROFL,081/082,q4,13.2,13.2,-49.89,16.66,1119387000.0,848106000.0,4,81
PROFL,081/082,q3,14.22,14.22,-52.07,14.02,90441987.0,848106000.0,3,81
PRVU,082/083,q3,4.82,4.82,-18.21,3.3,851523000.0,23542490000.0,3,82
PRVU,082/083,q2,8.62,8.62,-14.26,5.56,1014457000.0,23542490000.0,2,82
PRVU,082/083,q1,9.49,9.49,1.72,58.02,558483000.0,23542490000.0,1,82
PRVU,081/082,q4,23.12,23.12,4.44,14.95,5442693000.0,23542490000.0,4,81
PRVU,081/082,q3,10.63,10.63,-14.45,7.43,1876060000.0,23542490000.0,3,81
PURE,082/083,q3,1.95,1.95,1.95,1.91,11712925.0,800000000.0,3,82
PURE,082/083,q2,2.31,2.31,2.31,2.27,9228916.0,800000000.0,2,82
PURE,082/083,q1,4.5,4.5,4.5,4.43,9005481.0,800000000.0,1,82
PURE,081/082,q4,4.7,4.7,4.7,3.97,31979038.03,800000000.0,4,81
RADHI,082/083,q3,23.49,23.49,23.49,17.8,433720812.0,1838979317.0,3,82
RADHI,082/083,q2,32.46,32.46,32.46,18.98,298454024.0,1838979317.0,2,82
RADHI,082/083,q1,60.58,60.58,60.58,39.59,278513410.0,1838979320.0,1,82
RADHI,081/082,q4,20.65,20.65,20.65,15.14,379817561.0,1838979317.0,4,81
RADHI,081/082,q3,5.88,5.88,5.88,5.0,81100767.0,1838979317.0,3,81
RAWA,082/083,q3,9.58,12.74,12.74,15.03,26811952.0,280000000.0,3,82
RAWA,082/083,q2,8.02,16.04,,19.28,22449656.0,280000000.0,2,82
RAWA,082/083,q1,4.79,4.79,4.79,23.95,13402178.0,280000000.0,1,82
RAWA,081/082,q4,6.53,6.53,6.53,8.66,18277335.0,280000000.0,4,81
RAWA,081/082,q3,4.99,6.66,6.66,9.02,13983548.0,280000000.0,3,81
RBCL,082/083,q3,108.37,108.37,108.37,2.21,288953404.0,266639059.0,3,82
RBCL,082/083,q2,66.48,132.96,132.96,2.06,177263188.0,266639059.0,2,82
RBCL,082/083,q1,-37.32,-37.32,-37.32,-2.33,-99509830.0,266639060.0,1,82
RBCL,081/082,q4,160.38,160.38,160.38,2.47,427642633.0,266639059.0,4,81
RBCL,081/082,q3,197.25,197.25,197.5,3.13,395663330.0,266639060.0,3,81
RFPL,082/083,q3,1.78,1.78,1.78,1.5,18656340.0,1400000000.0,3,82
RFPL,082/083,q2,4.62,4.62,4.62,3.87,32363990.0,1400000000.0,2,82
RFPL,082/083,q1,17.95,17.95,17.95,17.1,31419250.0,700000000.0,1,82
RFPL,081/082,q4,0.15,0.15,0.15,0.15,1079020.0,700000000.0,4,81
RFPL,081/082,q3,0.28,0.28,0.28,0.27,1446060.0,700000000.0,3,81
RHGCL,082/083,q3,0.03,0.03,0.03,0.03,263831.0,1225587600.0,3,82
RHGCL,082/083,q2,0.02,0.02,0.02,0.02,106205.0,1225587600.0,2,82
RHGCL,082/083,q1,-4.17,-4.17,-4.17,-4.4,-12776549.0,1225587600.0,1,82
RHGCL,081/082,q4,-6.38,-6.38,-6.38,-7.4,-73728358.0,1155176500.0,4,81
RHGCL,081/082,q3,-8.08,-8.08,-8.08,-10.13,-37154901.0,612793800.0,3,81
RHPL,082/083,q3,-18.92,-24.1,-24.1,-34.12,-1239653000.0,6842100000.0,3,82
RHPL,082/083,q2,-15.81,-31.61,-15.81,-43.7,-1081474000.0,6842100000.0,2,82
RHPL,082/083,q1,-38.22,-38.22,-9.55,-49.27,-653354000.0,6842100000.0,1,82
RHPL,081/082,q4,-7.12,-7.12,-7.12,-8.16,-487234000.0,6842100000.0,4,81
RHPL,081/082,q3,-2.85,-2.85,-2.85,,-146032000.0,6842100000.0,3,81
RIDI,082/083,q3,4.3,4.3,4.3,4.16,74921163.0,2323351800.0,3,82
RIDI,082/083,q2,3.25,3.25,3.25,3.2,37806185.0,2323351800.0,2,82
RIDI,082/083,q1,1.02,1.02,1.02,,5927150.0,2323351800.0,1,82
RIDI,081/082,q4,4.6,4.6,4.6,4.66,106811463.0,2323351800.0,4,81
RIDI,081/082,q3,0.32,0.32,0.32,0.34,5595112.0,2323351800.0,3,81
RLEL,082/083,q3,10.57,10.57,10.57,8.43,93909252.0,1185000000.0,3,82
RLFL,082/083,q3,4.51,4.51,-21.59,3.88,37901000.0,1121452000.0,3,82
RLFL,082/083,q2,0.31,0.31,-19.26,0.27,1723000.0,1121452000.0,2,82
RLFL,082/083,q1,-58.79,-58.79,-125.4,-60.48,-164827000.0,1121452000.0,1,82
RLFL,081/082,q4,3.81,3.81,-17.74,3.5,42704000.0,1121452000.0,4,81
RLFL,081/082,q3,-20.77,-20.77,-20.77,-22.34,-174711000.0,1121452000.0,3,81
RNLI,082/083,q3,12.46,,12.07,8.24,470417333.0,5196800000.0,3,82
RNLI,082/083,q2,15.24,15.24,15.24,10.51,395878903.0,5196800000.0,2,82
RNLI,082/083,q1,19.9,19.9,19.9,12.9,258501970.0,5196800000.0,1,82
RNLI,081/082,q4,10.97,10.97,10.97,7.44,570195960.0,5196800000.0,4,81
RNLI,081/082,q3,13.79,13.79,13.38,7.97,465796957.0,4640000000.0,3,81
RRHP,078/079,q3,13.09,,,11.86,54978680.0,560000000.0,3,78
RRHP,078/079,q2,20.71,,,,57975676.92,560000000.0,2,78
RRHP,078/079,q1,29.02,,,,40634586.77,560000000.0,1,78
RRHP,077/078,q4,10.54,,,,59018950.94,560000000.0,4,77
RRHP,077/078,q3,13.03,,,,38521486.08,560000000.0,3,77
RSDC,082/083,q4,13.37,13.37,10.97,7.3,138238245.0,1034064417.0,4,82
RSDC,082/083,q3,8.46,11.28,7.23,9.06,65647501.0,1034064417.0,3,82
RSDC,082/083,q2,14.83,14.83,12.8,11.85,76672479.0,1034064417.0,2,82
RSDC,082/083,q1,8.17,8.17,38.4,6.38,21107904.0,1034064417.0,1,82
RSDC,081/082,q4,9.98,9.98,7.98,7.9,103196039.0,1034064417.0,4,81
RSML,082/083,q3,20.42,20.42,20.42,3.76,266892121.44,1900000000.0,3,82
RSML,080/081,q3,2.08,,,,26323062.71,1707340000.0,3,80
RSML,081/082,q2,22.19,22.19,,,,1707340000.0,2,81
RSML,082/083,q2,16.08,16.08,16.08,2.95,137435414.45,1900000000.0,2,82
RURU,082/083,q3,16.5,16.5,16.5,7.81,62031673.0,624054424.0,3,82
RURU,082/083,q2,18.89,18.89,18.89,6.44,52731282.0,567322203.0,2,82
RURU,082/083,q1,23.22,23.22,23.22,16.21,32937385.0,567322203.0,1,82
RURU,081/082,q4,14.62,14.62,14.62,10.64,82951530.0,567322203.0,4,81
RURU,081/082,q3,16.5,16.5,16.5,12.63,70213374.0,567322203.0,3,81
SABBL,082/083,q3,-0.61,-0.81,-3.18,-0.59,-3189364.7,522388000.0,3,82
SABBL,082/083,q2,-1.99,-3.98,-4.69,-3.93,-10401203.81,522388000.0,2,82
SADBL,082/083,q4,23.83,23.83,13.19,14.52,889937935.0,3734068506.0,4,82
SADBL,082/083,q3,17.3,17.3,5.28,10.87,484531081.0,3734068506.0,3,82
SADBL,082/083,q2,16.21,16.21,5.07,10.68,302597838.0,3734068506.0,2,82
SADBL,082/083,q1,9.92,9.92,9.98,6.29,88211290.0,3556255720.0,1,82
SADBL,081/082,q4,15.1,15.1,11.64,9.77,537095112.0,3556255720.0,4,81
SAGAR,082/083,q3,-6.49,-6.49,-6.49,-5.1,-35357203.0,726000000.0,3,82
SAGAR,082/083,q2,-7.21,-7.21,-7.21,-5.61,-26158096.0,726000000.0,2,82
SAGAR,082/083,q1,-8.44,-8.44,,-6.49,-15323920.0,726000000.0,1,82
SAHAS,082/083,q4,29.72,29.72,29.72,21.9,1359156439.0,4573800000.0,4,82
SAHAS,082/083,q3,34.48,34.48,34.48,19.47,1182718342.0,4573800000.0,3,82
SAHAS,082/083,q2,39.57,39.57,39.57,23.19,904828360.0,4573800000.0,2,82
SAHAS,082/083,q1,52.37,52.37,52.37,26.62,494899980.0,3780000000.0,1,82
SAHAS,081/082,q4,23.88,23.88,23.88,12.99,90272372.0,3780000000.0,4,81
SAIL,082/083,q3,1.33,1.33,1.33,1.11,2058682.0,1631250000.0,3,82
SAIL,082/083,q2,1.03,1.03,1.03,0.87,15656098.0,1631250000.0,2,82
SALICO,082/083,q3,6.77,6.77,6.77,2.89,133213732.0,2622638200.0,3,82
SALICO,082/083,q2,2.85,2.85,2.85,1.25,37344985.0,2622638200.0,2,82
SALICO,082/083,q1,-10.19,-10.19,-10.1,-17.77,-267372220.0,2622638200.0,1,82
SALICO,081/082,q4,15.37,15.37,15.37,6.43,403206140.0,2622638200.0,4,81
SALICO,081/082,q3,12.81,12.81,12.81,5.15,251949110.0,2622638200.0,3,81
SANIMA,082/083,q4,25.75,25.75,20.85,14.39,3550144525.0,15581525414.0,4,82
SANIMA,082/083,q3,22.92,22.92,18.57,12.98,2350202914.0,15581525414.0,3,82
SANIMA,082/083,q2,20.54,20.54,16.95,12.01,1391075722.0,13581525414.0,2,82
SANIMA,082/083,q1,13.4,13.4,19.27,7.76,454918150.0,13581525410.0,1,82
SANIMA,081/082,q4,18.93,18.93,20.47,11.73,2571155953.0,13581525414.0,4,81
SANVI,082/083,q2,-5.03,-5.03,-5.03,-6.14,-44267668.0,880000000.0,2,82
SANVI,082/083,q3,,-6.37,-6.37,-7.88,-56079944.0,880000000.0,3,82
SANVI,082/083,q1,17.33,17.33,17.33,14.65,38123093.0,880000000.0,1,82
SANVI,081/082,q4,3.14,3.14,3.14,2.76,27642726.0,880000000.0,4,81
SAPDBL,082/083,q4,18.04,18.04,-66.98,20.8,150473889.0,834338432.0,4,82
SAPDBL,082/083,q3,7.07,9.43,1.29,12.91,59024770.0,834338432.0,3,82
SAPDBL,082/083,q2,6.43,6.43,-74.92,8.46,26820019.0,834338432.0,2,82
SAPDBL,082/083,q1,-0.58,-0.58,-288.16,-0.81,-1215050.0,834338430.0,1,82
SAPDBL,081/082,q4,9.18,9.18,-74.4,14.22,76618550.0,834338432.0,4,81
SARBTM,082/083,q3,23.12,23.12,23.12,11.77,905813241.0,5224275000.0,3,82
SARBTM,082/083,q2,20.61,20.61,20.61,10.91,538350042.0,5224275000.0,2,82
SARBTM,082/083,q1,26.07,26.07,26.07,12.53,324280823.0,4975500000.0,1,82
SARBTM,081/082,q4,20.19,20.19,20.0,9.99,1004593941.0,4975500000.0,4,81
SARBTM,081/082,q3,16.16,16.16,16.16,8.33,603036981.0,4975500000.0,3,81
SBI,082/083,q4,18.04,18.04,11.04,9.59,2044330739.0,11335124391.0,4,82
SBI,082/083,q3,17.19,17.19,10.75,9.27,1461785726.0,11335124390.0,3,82
SBI,082/083,q2,18.93,18.93,16.06,9.91,1031342915.0,10899158068.0,2,82
SBI,082/083,q1,18.41,18.41,21.55,9.64,501565203.0,10899158068.0,1,82
SBI,081/082,q4,16.54,16.54,11.29,9.01,1802580120.0,10899158068.0,4,81
SBL,082/083,q4,23.06,23.06,26.15,10.62,3519409797.0,18294479199.0,4,82
SBL,082/083,q3,17.62,17.62,20.98,8.27,2014855227.0,18294479199.0,3,82
SBL,082/083,q2,17.98,17.98,20.13,8.55,1326653249.0,14794479199.0,2,82
SBL,082/083,q1,9.03,9.03,11.47,4.22,324091369.0,14089980190.0,1,82
SBL,081/082,q4,24.1,24.1,13.22,11.5,3395285726.0,14089980190.0,4,81
SCB,082/083,q3,27.64,27.64,17.69,12.87,2081621000.0,10042368000.0,3,82
SCB,082/083,q2,27.35,27.35,17.29,12.61,1373324000.0,10042368000.0,2,82
SCB,082/083,q1,27.57,27.57,36.4,12.38,692169000.0,10042368000.0,1,82
SCB,081/082,q4,34.73,34.73,19.85,13.9,3275268000.0,10042368000.0,4,81
SCB,081/082,q3,28.86,28.86,19.35,14.03,2173776000.0,10042368000.0,3,81
SFCL,082/083,q3,0.12,0.12,-75.69,0.2,740635.0,818911400.0,3,82
SFCL,082/083,q2,0.29,0.29,-75.39,0.24,1169600.0,818911400.0,2,82
SFCL,082/083,q1,-2.65,-2.65,-308.24,-17.84,-21720520.0,818911400.0,1,82
SFCL,081/082,q4,3.9,3.9,-76.32,6.28,31935547.0,818911400.0,4,81
SFCL,081/082,q3,-5.81,-5.81,-83.63,-10.38,-35706000.0,818911000.0,3,81
SGHC,082/083,q4,11.13,11.13,11.13,13.31,177349252.0,1593000000.0,4,82
SGHC,082/083,q3,11.14,14.82,11.14,17.71,177523605.0,1592972000.0,3,82
SGHC,082/083,q2,10.0,20.0,20.0,24.23,159262373.0,1593000000.0,2,82
SGHC,082/083,q1,6.11,24.4,,31.06,97254188.0,1593000000.0,1,82
SGHC,081/082,q4,-0.36,-0.36,-0.36,-0.51,-5789488.0,1593000000.0,4,81
SGIC,082/083,q3,3.19,3.19,3.19,2.08,51364044.0,2150000000.0,3,82
SGIC,082/083,q2,-8.92,-8.92,-8.92,-6.13,-95905314.0,2150000000.0,2,82
SGIC,082/083,q1,-9.31,-9.31,-9.31,-26.5,-200203630.0,2150000000.0,1,82
SGIC,081/082,q4,16.3,16.3,16.3,10.71,350388699.0,2150000000.0,4,81
SGIC,081/082,q3,15.57,15.57,15.57,9.84,233557840.0,2000000000.0,3,81
SHBL,074/075,q1,-16.09,,,,-2935310.0,72994800.0,1,74
SHBL,074/075,q2,14.89,,,,5432740.0,72994800.0,2,74
SHBL,074/075,q3,15.99,,,,8754900.0,72994800.0,3,74
SHBL,074/075,q4,16.96,,,,12386090.0,72994800.0,4,74
SHBL,075/076,q1,0.2,,,,-148640.0,72994800.0,1,75
SHEL,082/083,q3,,8.96,8.96,8.14,204713095.0,3045000000.0,3,82
SHEL,082/083,q2,13.58,13.58,13.58,11.78,196925159.0,2900000000.0,2,82
SHEL,082/083,q1,15.48,15.48,15.48,13.77,112228070.0,2900000000.0,1,82
SHEL,081/082,q4,5.17,5.17,5.17,4.72,149998686.0,2900000000.0,4,81
SHEL,081/082,q3,4.63,6.17,6.17,5.67,408445090.0,2900000000.0,3,81
SHINE,082/083,q4,23.52,23.52,16.86,15.35,1181279437.0,5021972730.0,4,82
SHINE,082/083,q3,20.93,20.93,12.5,13.64,788404476.0,5021972730.0,3,82
SHINE,082/083,q2,16.1,16.1,6.37,10.97,315780356.0,5021972730.0,2,82
SHINE,082/083,q1,16.66,16.66,15.27,10.77,203041914.0,4875701680.0,1,82
SHINE,081/082,q4,14.12,14.12,13.96,9.33,688629944.0,4875701680.0,4,81
SHIVM,082/083,q3,14.76,14.76,14.76,7.95,619192409.0,5593228713.0,3,82
SHIVM,082/083,q2,12.77,12.77,12.77,7.08,357064889.0,5593228713.0,2,82
SHIVM,082/083,q1,15.37,15.37,15.37,8.0,209668868.0,5456808500.0,1,82
SHIVM,081/082,q4,14.55,14.55,14.55,7.7,794108004.0,5456808500.0,4,81
SHIVM,081/082,q3,9.79,9.79,9.79,4.36,400547400.0,5456808500.0,3,81
SHL,082/083,q3,4.69,6.23,6.23,23.32,550732618.0,1175152540.0,3,82
SHL,082/083,q2,3.4,6.8,3.4,23.66,347568702.0,1021862690.0,2,82
SHL,082/083,q1,1.21,4.8,4.8,17.09,123586030.0,1021862690.0,1,82
SHL,081/082,q4,6.56,6.56,6.56,24.17,670709971.0,1021862690.0,4,81
SHL,081/082,q3,4.57,6.16,6.16,18.33,591199095.0,1021862690.0,3,81
SHLB,082/083,q3,19.98,19.98,11.68,7.3,16380240.0,109375000.0,3,82
